GEO/TIME;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
ITG12;16224.34;18198.15;18674.46;19262.13;20035.86;21161.58;22018.31;22567.62;23857.71;23523.1;23570.6;23104.58;22754.4;22603.96;22424.3;23044.61;23014.09;23538.61;:
ITG13;9788.64;10531.49;10617.72;10753.42;10896.61;11525.28;11751.52;12092.5;11612.68;11185;10997.47;11582.91;11455.02;11289.04;11309.39;11068.26;11215.53;11386.04;:
ITG14;5179.18;5414.69;5737.69;6031.39;6259.31;6365.32;6836.71;7061.35;6568.11;6504.11;6479.66;6577.88;6629.87;6554.38;6451.24;6507.85;6435.04;6588.14;:
ITG15;3858.27;3841.15;3898.04;4009.02;4184.96;4366.71;4422.06;4589.94;4866.3;4444.49;4465;4421.07;4281.02;4351.66;4125.52;4082.74;4028.43;4023.58;:
ITG16;2107.92;2194.39;2288.77;2354.93;2505.52;2557.95;2602.83;2863.84;2743.12;2742.02;2722.91;2613.74;2595.62;2540.82;2633.01;2531.45;2532.77;2558.2;:
ITG17;15632.19;16287.11;16843.58;17568.9;17901.32;18814.89;19271.51;19704.23;20447.44;19776.72;19697.12;19630.87;19572.66;19398.71;19593.14;19399.94;19726.7;20096.39;:
ITG18;4559.35;4588.15;4977.31;5443.54;5789.69;5698.67;5961.14;5865.58;5685.67;5822.37;6058.9;6126.85;6369.4;5609.19;5614.14;5482.96;5499.7;5706.12;:
ITG19;5812.52;5813.98;5919.93;6073.18;6109.68;6624.63;7220.76;7165.28;7398.68;7163.83;7293.62;7346.77;7474.36;7369.58;6031.02;7274.09;7411.92;7651.08;:
ITG2;25009.92;26490.42;27043.67;28293.02;29645.07;30279.69;31577.95;32582.36;33541.87;32655.01;32779.85;33322.27;33346.78;32453.48;32510.86;33735.31;33483.24;34123.91;34925.53
ITG25;4688.14;5087.07;5243.19;5369.03;5525.12;5690.68;6126.44;6295.21;6115.58;6082.11;6166.62;6617.74;6539.18;6420.05;6336.98;6361.78;6274.14;6456.59;:
ITG26;2475.65;2627.74;2667.8;2764.45;2859.54;2880.4;3026.83;3058.1;2881.14;2746;2834.74;2847.1;2833.81;2843.37;2776.53;2830.92;2783.09;2834.67;:
ITG27;9674.25;10158.93;10229.38;10836.01;11474.86;11543.59;11916.26;12332.77;13922.45;13349.75;13138.42;13091.52;13265.2;12835.66;12739.48;13669.36;13690.85;13811.7;:
ITG28;2297.87;2422.6;2573.96;2735.92;2932.14;2986.15;3059.98;3073.03;2904.86;2812.85;2811.73;2765.16;2801.28;2647.6;2779.09;2785.2;2792.22;2898.65;:
ITG29;2204.68;2328.41;2407.35;2563.01;2722.32;3006.79;3081.07;3185.64;3213.05;3258.2;3418.7;3520.46;3541.38;3461.8;3450.75;3538.54;3500.63;3610;:
ITG2A;696.17;719.37;771.58;826.99;873.97;879.13;882.49;922.2;866.37;842.99;874.21;941.57;918.57;904.31;962.93;961.03;952.71;958.27;:
ITG2B;1253.62;1321.25;1321.97;1376.14;1397.46;1452.35;1547.68;1676.87;1519.11;1444.05;1502.3;1497.03;1484.87;1399.63;1441.22;1463.85;1491.98;1511.31;:
ITG2C;1719.66;1825.05;1828.67;1821.37;1859.66;1840.6;1937.08;2038.44;2119.2;2119.16;2033.12;2041.58;1962.48;1940.95;2023.77;2124.64;1997.73;2042.61;:
ITZ;942.92;755.43;722.66;762.42;1039.34;1017.06;1089.19;1150.32;1596.27;1301.62;1410.81;1565.06;1630.92;1823.73;1493.96;1280.3;1254.58;1468.28;1451.26
ITZZ;942.92;755.43;722.66;762.42;1039.34;1017.06;1089.19;1150.32;1596.27;1301.62;1410.81;1565.06;1630.92;1823.73;1493.96;1280.3;1254.58;1468.28;1451.26
ITZZZ;942.92;755.43;722.66;762.42;1039.34;1017.06;1089.19;1150.32;1596.27;1301.62;1410.81;1565.06;1630.92;1823.73;1493.96;1280.3;1254.58;1468.28;:
CY;10804.58;11602.93;12082.95;12871.33;13937.98;15039.29;16263.84;17591.05;19009.58;18675.49;19409.97;19803.03;19440.78;17994.97;17408.53;17826.95;18872.87;20039.7;21137.81
CY0;10804.58;11602.93;12082.95;12871.33;13937.98;15039.29;16263.84;17591.05;19009.58;18675.49;19409.97;19803.03;19440.78;17994.97;17408.53;17826.95;18872.87;20039.7;21137.81
CY00;10804.58;11602.93;12082.95;12871.33;13937.98;15039.29;16263.84;17591.05;19009.58;18675.49;19409.97;19803.03;19440.78;17994.97;17408.53;17826.95;18872.87;20039.7;21137.81
CY000;10804.58;11602.93;12082.95;12871.33;13937.98;15039.29;16263.84;17591.05;19009.58;18675.49;19409.97;19803.03;19440.78;17994.97;17408.53;17826.95;18872.87;20039.7;21137.81
LV;8605.6;9343.45;10139.9;10463.68;11658.74;13715.56;17255.86;22676.76;24397.25;18807.4;17817.66;20218.73;22098.22;22845.4;23654.17;24425.96;25072.64;26797.83;29151.03
LV0;8599.19;9333.53;10134.24;10457.98;11655.65;13702.06;17239.83;22651.96;24351.72;18771.35;17788.44;20188.81;22065.1;22817.49;23619.46;24389.48;25037.99;26761.03;29111.44
LV00;8599.19;9333.53;10134.24;10457.98;11655.65;13702.06;17239.83;22651.96;24351.72;18771.35;17788.44;20188.81;22065.1;22817.49;23619.46;24389.48;25037.99;26761.03;29111.44
LV003;1027.72;1113.75;1214.54;1270.42;1417.59;1652.53;1766.06;2371.54;2561.81;1992.88;1834.33;2282.19;2287;2254.14;2276.12;2283.63;2358.21;2515.14;:
LV005;683.39;732.29;788.47;804.11;914;1038.01;1215.1;1774.07;1963.91;1582.12;1417.3;1687.84;1838.91;1743.98;1754.41;1780.77;1775.99;1913.82;:
LV006;4637.47;5074.43;5479.74;5662.46;6300.02;7495.04;9714.91;12264.15;13154.2;9917.43;9389.52;10295.2;11518.75;12242.33;12738.2;13254.52;13571.62;14372.75;:
LV007;1015.57;1093.99;1197.85;1234.96;1385;1617.31;2145.69;2986.75;3228.39;2481.56;2482.6;2977.05;3229.69;3437.63;3437.63;3605.29;3813.27;4282.71;:
LV008;568.82;619.48;671.06;672.06;757.67;882.01;1097.49;1533.86;1544.83;1283.37;1192.1;1305.98;1358.74;1408.63;1587.55;1584.23;1617.44;1691.45;:
LV009;666.21;699.59;782.58;813.97;881.37;1017.17;1300.58;1721.6;1898.57;1513.99;1473.15;1640.43;1832.22;1730.78;1825.55;1881.05;1901.46;1985.16;:
LVZ;6.42;9.91;5.67;5.71;3.09;13.5;16.03;24.8;45.53;36.05;29.22;29.92;33.12;27.91;34.71;36.48;34.65;36.8;39.59
LVZZ;6.42;9.91;5.67;5.71;3.09;13.5;16.03;24.8;45.53;36.05;29.22;29.92;33.12;27.91;34.71;36.48;34.65;36.8;39.59
LVZZZ;6.42;9.91;5.67;5.71;3.09;13.5;16.03;24.8;45.53;36.05;29.22;29.92;33.12;27.91;34.71;36.48;34.65;36.8;:
LT;12491.31;13681.43;15173.03;16668.72;18237.4;21002.35;24079.18;29040.66;32696.28;26934.82;27955.33;31233.73;33331.66;34984.99;36544.76;37321.83;38893.37;42269.37;45264.38
LT0;12491.31;13681.43;15173.03;16668.72;18237.4;21002.35;24079.18;29040.66;32696.28;26934.82;27955.33;31233.73;33331.66;34984.99;36544.76;37321.83;38893.37;42269.37;45264.38
LT01;4211.82;4688.47;5450.17;6007.37;6602.21;7736.41;9238.49;11439.41;12587.69;10362.53;10772.92;11883.45;12877.03;13826.26;14627.99;15085.96;15833.49;17195.53;18907.79
LT011;4211.82;4688.47;5450.17;6007.37;6602.21;7736.41;9238.49;11439.41;12587.69;10362.53;10772.92;11883.45;12877.03;13826.26;14627.99;15085.96;15833.49;17195.53;:
LT02;8279.49;8992.96;9722.86;10661.35;11635.19;13265.94;14840.69;17601.25;20108.59;16572.29;17182.52;19350.28;20454.74;21158.73;21916.66;22235.87;23059.88;25073.84;26356.59
LT021;547.77;580.96;617.29;635.19;676.46;755.81;835.04;995.85;1149.14;930.51;962.41;1063.69;1099.84;1143.69;1200.05;1200.06;1220.57;1315.22;:
LT022;2312.82;2662.11;2862.3;3196.46;3470.94;4052.38;4624.12;5592.53;6318.07;5133.6;5374.78;6123.12;6545.09;6868.18;7220.76;7420.81;7889.35;8626.42;:
LT023;1534.91;1658.62;1805.99;1953.21;2087.18;2451.49;2788.08;3326.54;3766.58;3344.74;3440.95;3828.11;4025.12;4155.9;4300.54;4315.21;4450.67;4769.69;:
LT024;489.63;481.44;521.03;593.9;627.82;709.96;812.88;935.48;1091.43;865.78;938.17;1039.25;1136.55;1166.85;1197.62;1182.84;1185.34;1298.08;:
LT025;949.5;1021.57;1098.38;1158;1302.51;1434.39;1514.53;1710.71;2011.96;1616.62;1689.06;1916.67;2052.42;2104.37;2185.11;2247.96;2286.56;2479.51;:
LT026;1024.67;1048.75;1157.84;1287;1456.37;1622.43;1831.72;2151.28;2410.46;1926.2;2072.4;2337.43;2503.06;2557.08;2624.94;2676.44;2806.51;3109.52;:
LT027;273.88;302.98;321.44;335.67;354.81;381.5;420.9;493.36;614.17;521.95;560.05;651.81;677.28;694.51;722.84;728.36;743.19;813.11;:
LT028;559.44;601.86;646.35;718.77;829.44;932.25;1020.39;1234.51;1398.46;1090.45;1174.6;1316.73;1325.49;1346.43;1311.31;1329.23;1339.8;1481.63;:
LT029;586.98;634.77;692.35;783.16;829.77;925.62;992.92;1161;1348.22;1142.33;970.09;1073.47;1090;1121.73;1153.38;1134.86;1137.89;1180.65;:
LU;23079.42;23771.93;25094.71;26187.79;27935.53;30031.04;33808.45;37178.87;38128.58;36976.52;40177.81;43164.65;44112.1;46499.56;49824.51;52065.81;54867.23;56814.21;60053.08
LU0;23079.42;23771.93;25094.71;26187.79;27935.53;30031.04;33808.45;37178.87;38128.58;36976.52;40177.81;43164.65;44112.1;46499.56;49824.51;52065.81;54867.23;56814.21;60053.08
LU00;23079.42;23771.93;25094.71;26187.79;27935.53;30031.04;33808.45;37178.87;38128.58;36976.52;40177.81;43164.65;44112.1;46499.56;49824.51;52065.81;54867.23;56814.21;60053.08
LU000;23079.42;23771.93;25094.71;26187.79;27935.53;30031.04;33808.45;37178.87;38128.58;36976.52;40177.81;43164.65;44112.1;46499.56;49824.51;52065.81;54867.23;56814.21;60053.08
HU;51238.47;60012.86;71756.09;75442.83;83753.7;90905.14;92016.57;102253.31;108215.84;94382.56;98986.77;101552.73;99733.55;102032.29;105905.89;112210.34;115259.21;125603.1;133782.2
HU1;21923.78;25940.57;32009.45;33219.98;37386.91;41638.55;42781.05;48420.96;51662.53;46475.78;48117.56;49015.12;48059.9;48506.61;50104.44;51773.2;53277.73;58342.78;62575.22
HU11;17511.56;20343.27;25146.55;25819.31;29054.54;32304;33446.12;37099.88;40260.99;36585.7;37443.07;38347.74;37910.03;37856.8;39131.55;40088.84;41464.39;45664.43;48791.78
HU110;17511.56;20343.27;25146.55;25819.31;29054.54;32304;33446.12;37099.88;40260.99;36585.7;37443.07;38347.74;37910.03;37856.8;39131.55;40088.84;41464.39;45664.43;48791.78
HU12;4412.22;5597.3;6862.9;7400.67;8332.37;9334.55;9334.93;11321.08;11401.54;9890.08;10674.49;10667.38;10149.86;10649.81;10972.89;11684.36;11813.33;12678.35;13783.45
HU120;4412.22;5597.3;6862.9;7400.67;8332.37;9334.55;9334.93;11321.08;11401.54;9890.08;10674.49;10667.38;10149.86;10649.81;10972.89;11684.36;11813.33;12678.35;13783.45
HU2;14898.97;16783.8;19505.63;21087.5;23123.63;24392.83;24551.01;27190.64;28554.49;23851.91;25789.92;26555.95;25913.94;26870.05;28014.25;30374.17;31480.29;33654.91;35330.49
HU21;5407.14;6169.67;6998.91;7632.44;8718.22;9391.1;9229.43;10387.64;10838.64;8728.33;9413;9831.41;9480.12;9956.21;10348.89;11366.88;11851.16;12714.3;13335.98
HU211;2485.09;2573.32;2830.14;2975.44;3444.54;3644.03;3773.64;4131.52;4377.83;3434.95;3704.9;4059.76;3980.37;4204.48;4445.42;4945.71;5161.46;5601.46;5814.35
HU212;1302.32;1713.22;2059.36;2466.32;2891.86;3262.61;2994.45;3476.48;3574.25;2917.06;3123.29;3197.94;2992.66;3152.12;3168.38;3494.16;3617.99;3856.3;4070.9
HU213;1619.73;1883.13;2109.41;2190.68;2381.81;2484.46;2461.33;2779.65;2886.56;2376.32;2584.8;2573.71;2507.09;2599.62;2735.1;2927;3071.72;3256.53;3450.73
HU22;5768.35;6307.26;7378.87;8185.1;8701.21;9042.6;9421.92;10229.39;10742.23;9014.89;10084.32;10361.31;10095.59;10397.93;11198.06;12160.36;12580.9;13239.98;13683.01
HU221;2940.26;3141.86;3696.78;3991.08;4231.67;4490.76;4824.06;5367.45;5692.42;4726.45;5402.55;5660.85;5245.25;5599.44;6125.93;6757.69;7178.87;7428.81;7737.01
HU222;1519.22;1597.41;1844.62;2110.81;2216.52;2266.28;2416.09;2453.01;2453.07;2066.1;2218.43;2350.62;2426.25;2572.98;2703.78;2826.31;2933.19;3105.73;3148.53
HU223;1308.87;1567.99;1837.47;2083.21;2253.02;2285.57;2181.77;2408.92;2596.74;2222.34;2463.33;2349.84;2424.09;2225.51;2368.35;2576.36;2468.84;2705.45;2797.47
HU23;3723.48;4306.87;5127.85;5269.95;5704.19;5959.12;5899.67;6573.61;6973.61;6108.69;6292.61;6363.22;6338.22;6515.91;6467.3;6846.93;7048.23;7700.63;8311.5
HU231;1505.33;1753.11;2122.27;2226.77;2419.54;2527.53;2536.23;2818.88;2944.62;2531.54;2588.67;2551.38;2520.04;2521.17;2576.09;2708.56;2800.36;3082.53;3337.94
HU232;1183.12;1388.27;1614.27;1731.36;1861.38;1945.99;1901.66;2063.61;2175.79;1918.19;2012;2064.29;2026.01;2118.44;2060.02;2214.91;2270.52;2540.2;2723.07
HU233;1035.03;1165.49;1391.3;1311.83;1423.27;1485.6;1461.78;1691.12;1853.2;1658.96;1691.94;1747.54;1792.18;1876.3;1831.19;1923.46;1977.34;2077.9;2250.49
HU3;14415.72;17288.49;20241.01;21135.35;23243.16;24873.76;24684.51;26641.71;27998.82;24054.88;25079.29;25981.66;25759.72;26655.64;27787.2;30062.96;30501.19;33605.41;35876.48
HU31;4125.26;4933.72;5796.81;6072.91;6736.42;7395.19;7289.5;7929.18;8087.2;6750.46;7088.3;7220.58;7082.08;7502.24;7877.93;8828.46;8986.65;10118.92;10673.5
HU311;2381.95;2805.22;3281.6;3456.91;3952.11;4453.88;4335.75;4692.46;4710.57;3904.89;4091.4;4205.68;4186.18;4382.83;4683.13;5393.13;5425.21;6245.91;6502.03
HU312;1161.57;1420.89;1682.63;1742.47;1869.56;1985.11;1996.1;2282.32;2365.44;1991.76;2101.5;2101.92;2028.71;2218.55;2265.35;2448.73;2567.52;2779.79;3014.89
HU313;581.73;707.6;832.58;873.54;914.75;956.19;957.64;954.41;1011.2;853.82;895.4;912.99;867.19;900.86;929.45;986.6;993.92;1093.22;1156.58
HU32;5210.85;6398;7427.26;7871.32;8538.11;9034.21;8990.49;9593.82;10144.29;8957.96;9349.46;9808.06;9721.01;9797.23;10190.62;10759.3;10911.6;12029.38;12797.88
HU321;2124.31;2611.75;3043.29;3293.92;3607.5;3804.35;3727.28;3970.74;4211.48;3736.24;3997.81;4124.85;4077.71;3997.25;4163.94;4350.71;4320.42;4882.29;5201.26
HU322;1351.14;1671.77;1945.72;2030.62;2192.08;2305.28;2407.56;2554.42;2737.18;2426.98;2360.1;2561.3;2486.37;2569.37;2623.14;2821.96;2879.14;3147.58;3298.47
HU323;1735.4;2114.48;2438.25;2546.79;2738.53;2924.58;2855.66;3068.66;3195.63;2794.75;2991.54;3121.91;3156.93;3230.6;3403.54;3586.63;3712.04;3999.5;4298.15
HU33;5079.61;5956.77;7016.94;7191.12;7968.64;8444.36;8404.52;9118.71;9767.33;8346.45;8641.53;8953.01;8956.63;9356.17;9718.64;10475.2;10602.94;11457.1;12405.1
HU331;1953.57;2307.36;2765.35;2832.91;3160.27;3395.31;3389.4;3677.48;3982.55;3383.35;3476.24;3650.87;3721.66;4027.9;4158.01;4577.85;4632.12;5034.45;5625.16
HU332;1349.41;1582.72;1826.98;1862.58;2055.21;2108.44;2075.57;2299.06;2382.03;1970.08;2083.76;2173.55;2121.06;2191.34;2230.59;2421.7;2465.55;2615.54;2758.81
HU333;1776.63;2066.68;2424.6;2495.63;2753.16;2940.61;2939.55;3142.16;3402.74;2993.02;3081.52;3128.59;3113.91;3136.93;3330.04;3475.64;3505.27;3807.11;4021.14
HUZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HUZZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HUZZZ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MT;4394.88;4541.09;4737.21;4794.65;4867.17;5142.14;5386.14;5757.48;6128.68;6138.62;6599.51;6833.62;7167.55;7647.31;8510.44;9658.67;10365.64;11332.1;12378.79
MT0;4387.92;4532.94;4728.99;4786.83;4856.96;5130.87;5375.1;5744.9;6115.96;6125.72;6585.73;6819.61;7153.18;7632.34;8495.03;9643.1;10349.47;11314.74;12359.65
MT00;4387.92;4532.94;4728.99;4786.83;4856.96;5130.87;5375.1;5744.9;6115.96;6125.72;6585.73;6819.61;7153.18;7632.34;8495.03;9643.1;10349.47;11314.74;12359.65
MT001;4145.49;4279.95;4467.44;4541.42;4612.06;4876.37;5111.19;5472.12;5832.27;5833.73;6283.73;6506.1;6836.43;7297.81;8133.34;9241.38;9921.75;10840.84;11825.64
MT002;242.43;252.99;261.54;245.41;244.9;254.5;263.91;272.77;283.68;291.99;302;313.51;316.75;334.53;361.69;401.73;427.72;473.9;534.01
MTZ;6.96;8.16;8.22;7.82;10.21;11.28;11.04;12.59;12.72;12.9;13.78;14;14.38;14.97;15.42;15.57;16.17;17.36;19.14
MTZZ;6.96;8.16;8.22;7.82;10.21;11.28;11.04;12.59;12.72;12.9;13.78;14;14.38;14.97;15.42;15.57;16.17;17.36;19.14
MTZZZ;6.96;8.16;8.22;7.82;10.21;11.28;11.04;12.59;12.72;12.9;13.78;14;14.38;14.97;15.42;15.57;16.17;17.36;19.14
NL;452007;481881;501137;512810;529286;550883;584546;619170;647198;624842;639187;650359;652966;660463;671560;690008;708337;738146;774039
NL1;39093.63;42600.44;43674.61;44977.21;45931.08;48589.06;52502.76;54916.8;59532.59;55091.56;56206.56;58019.78;59123.73;59945.23;58458.12;57015.81;55805.65;57558.49;59889.46
NL11;17107.64;18844.96;19099.12;19592.55;20043.47;21449.27;23546.41;24146.85;27171.96;24365.26;25095.34;26024.22;27089.11;27919.3;26144.49;24958.03;23459.71;24035.61;24962.69
NL111;2327.8;2385.85;2467.72;2538.24;2512.15;2617.68;2731.92;2904.75;2975.34;2841.48;2733.59;3002.32;2967.75;2995.71;3079.02;3097.53;3187.84;3312.68;:
NL112;1469.07;1280.81;1318.8;1412.25;1393.28;1542.58;1426.03;1530.82;1510.61;1248.16;1385.71;1516.15;1443.5;1418.03;1487.88;1548.21;1550.96;1669.17;:
NL113;13311.88;15177.18;15312.6;15643.18;16138.04;17290.13;19387.33;19711.28;22686.01;20275.62;20977.15;21504.64;22677.87;23505.56;21576.47;20312.3;18719.79;19053.76;:
NL12;12266.04;13249.24;13604.87;14162.72;14456.92;15185.9;16108.57;17120.32;17901.29;17249.31;17573.52;18203.74;18128.36;18068.5;18333.12;18208.38;18429.68;19100.62;19836.53
NL124;6134.69;6687.32;6988.52;7305;7415.5;7795.86;8237.31;8644.77;9184.51;8812.82;9009.92;9328.85;9351.22;9376.28;9513.55;9347.04;9246.64;9392.43;:
NL125;2536.07;2727.32;2738.18;2884.87;2939.99;3015.66;3078.89;3332.84;3439.72;3294.65;3233.33;3194.34;3166.85;3179.75;3225.59;3315.36;3387.57;3661.91;:
NL126;3595.28;3833.48;3877.05;3971.73;4100.31;4373.26;4791.25;5141.59;5275.95;5140.72;5329.16;5679.44;5609.18;5512.46;5592.87;5545.98;5795.47;6046.28;:
NL13;9718.83;10506.24;10971.74;11220.82;11430.69;11953.88;12847.78;13648.51;14458.22;13478.11;13537.7;13791.82;13906.26;13957.43;13981.63;13848.28;13916.27;14423.37;15090.24
NL131;3569.66;3876.02;3996.63;4159.59;4225.75;4461.83;4656.51;4944.35;5177.48;4940.3;5021.96;5060.11;5164.52;5169.87;5247.55;5273.68;5324.6;5485.05;:
NL132;3521.77;3878.26;4034.63;4023.17;4109.27;4234.25;4719.39;5067.62;5451.62;4896.88;4829.41;4860.33;4911.22;4949.24;4739.01;4589.05;4603.79;4799.98;:
NL133;2627.4;2751.96;2939.36;3038.06;3095.67;3257.81;3471.89;3636.54;3829.12;3640.93;3686.33;3871.39;3830.53;3838.32;3995.07;3985.55;3986.76;4137.22;:
NL2;77379.77;82832.95;85844.89;88564.54;90989.69;94305.95;101091.22;107352.46;112085.04;109880.27;111158.75;114605.56;112861.72;113557.56;116303.33;118869.63;123208.93;128940.07;135494.84
NL21;24661.29;26357.42;27204.15;28017.95;28844.41;30025.4;31729.82;33837.19;35913.36;35372.66;35608.95;36714.93;35938.15;36283.34;37108.16;37913.85;39497.11;41182.54;43219.36
NL211;8406.8;8797.75;9084.07;9381.43;9696.94;10248.75;10801.93;11334.35;12375.81;11821.32;11862.6;12344.49;12231.58;12426.32;12897.92;13188.1;13708.73;14254.89;:
NL212;3466.08;3732.72;3877.05;3908;4034.23;4056;4251.15;4450.14;4686.25;4631.88;4710.31;4746;4520.75;4591.13;4713.47;4795.77;5085.82;5390.22;:
NL213;12789.52;13826.95;14243.03;14728.52;15113.24;15720.65;16677.86;18053.83;18850.18;18920.57;19036.04;19624.44;19184.71;19265.89;19495.66;19931.08;20703.68;21538.55;:
NL22;45794.12;48837.69;50587.13;51883.02;53069.94;54754.9;58831.21;62150.66;64651.88;63533.61;64062.28;66299.76;65303.68;65765.91;67403.17;68832.42;71082.08;74524.67;78264.56
NL221;15015.96;16210.56;16887.34;17388.64;18111.47;18519.94;20357.48;21387.79;22086.24;21715.29;22035.63;23282.72;22926.75;23135.26;23660.62;24087.79;24995.05;26357.5;:
NL224;5310.5;5795;5803.83;5766.4;5977.42;6197.23;6710.22;7353.77;7933.5;7667.1;7725.49;7688.39;7542.7;7756.47;8036.77;8243.4;8447.73;8909.31;:
NL225;7563.67;7897.6;8212.32;8354.96;8598.22;9253.24;9735.21;10408.69;11022.98;10686.73;10663.88;11014.81;10699.59;10692.31;11010.31;11278.68;11732.64;12360.34;:
NL226;17903.99;18934.53;19683.64;20373.03;20382.83;20784.48;22028.3;23001.54;23609.16;23464.49;23637.28;24313.83;24133.54;24180.76;24695.47;25221.44;25906.66;26897.52;:
NL23;6924.36;7637.85;8052.5;8663.57;9075.34;9526.78;10530.2;11363.49;11519.8;10974;11487.51;11590.86;11621;11508.31;11792;12123.36;12629.75;13232.86;14009.81
NL230;6924.36;7637.85;8052.5;8663.57;9075.34;9526.78;10530.2;11363.49;11519.8;10974;11487.51;11590.86;11621;11508.31;11792;12123.36;12629.75;13232.86;:
NL3;240615.16;255574.68;268201.29;273838.37;282911.27;294372.87;310183.76;329702.52;342611.99;332878.66;340712;342508.07;345089.21;349776.23;357665.15;370187.09;381486.65;396401.2;415846.37
NL31;41503.85;45109.45;46605.02;46730.5;48049;49777.38;52352.3;56026.25;58020.86;58752.53;59306.33;59540.37;59769.71;60623.76;61711.47;63145.29;64514.47;68226.23;71521.66
NL310;41503.85;45109.45;46605.02;46730.5;48049;49777.38;52352.3;56026.25;58020.86;58752.53;59306.33;59540.37;59769.71;60623.76;61711.47;63145.29;64514.47;68226.23;:
NL32;90652.67;94761.08;102052.71;103800.71;107962.12;111685.77;117518.69;123761.16;128368.3;124662.21;129225.34;130946.86;131496.69;135055.27;140768.95;146560.64;152850.18;159336.6;166941.22
NL321;6987.85;7528.13;7807.74;8199.53;8313.74;8590.7;9085.07;9692.58;10162.49;9770.38;9587.58;9635.19;9727.3;9923.98;10026.53;10268.4;10525.35;10775.97;:
NL323;5225.85;5181.47;5516.6;5807.77;6503.82;6999.91;7168.35;7581.26;7880.91;6835.37;6624.71;6629.53;6638.99;6725.38;6799.83;6465.13;6423.66;6450.18;:
NL324;5465.31;5749.1;6171.53;5958.72;5948.3;6108.67;6474.42;6559.22;6716.06;6592.64;6670.35;6712.78;6440.99;6387.22;6401.21;6576.27;6839.86;7165.38;:
NL325;3216.59;3387.88;3697.11;3755.93;3567.19;3666.99;3840.19;4094.89;4297.97;4205.44;4191.65;4309.81;4258.6;4393.78;4532.48;4402.33;4686.36;4799.98;:
NL327;8285.4;8561.51;8841.54;8897.27;8984.62;9066.03;9389.37;9995.16;9961.08;9601.13;9537.5;9465.37;9261.62;9164.52;9486.9;9827.17;9991.99;10362.02;:
NL328;4981.93;5246.4;5375.78;5589.72;5700.79;5943.87;6276.8;6844.99;7215.12;7041.35;7098.86;7304.36;7281.65;7239.82;7492.7;7472.07;7638.77;7777.93;:
NL329;56489.74;59107.7;64642.4;65591.77;68941.42;71308.49;75283.38;78994.17;82135.79;80614.79;85515.8;86889.83;87888.63;91220.57;96030.41;101550.38;106743.06;112005.13;:
NL33;100722.34;107549.05;110750.08;114130.35;117528.02;123364.99;130412.51;138960.66;144633.65;138615.75;140675.01;140214.66;142136.55;142384.89;143220.62;148116.63;151492.25;155893.38;163804.96
NL332;25195.9;26865.71;28289.36;29700.79;30312.72;31580.31;32807.77;34767.34;35648.16;34895;36002.96;35240.96;35430.44;35294.38;35568.09;36281.17;36858.24;37065.4;:
NL333;7434.47;7699.43;7765.27;7783.57;7729.1;8026.8;8518.03;9423.63;9703.71;8882.97;8916.43;8983.67;9120.04;9420.63;9784.47;10180.6;10651.43;11105.12;:
NL337;10617.65;11681.81;11617.73;11940.92;12202.37;12443.79;13750.56;14369.1;15544.74;14588.2;14612.88;14883.98;15267.91;15311.16;14832.16;14817.44;14874.74;15238.99;:
NL33A;10515.18;11304.51;10946.03;11234.24;11504.61;11841.77;12742.23;13555.5;14062.1;14034.83;13853.8;13982.73;13842.11;14137.04;14442.43;14805.22;15261.92;15791.29;:
NL33B;7786.43;8181.97;8604.61;8476.84;8550.06;8828.36;9421.93;10043.35;10306.84;10057.64;9421.74;9315.53;9170.92;9294.24;9579.06;10000.55;10410.42;10796.05;:
NL33C;39172.71;41814.49;43527.08;44993.99;47230.28;50643.96;53170.86;56801.75;59368.1;56157.12;57867.19;57806.68;59305.14;58928.55;59015.52;62031.65;63433.26;65895.41;:
NL34;7736.31;8155.1;8793.49;9176.81;9372.14;9544.72;9901.39;10954.45;11589.18;10847.07;11505.32;11806.18;11685.15;11712.31;11964.11;12363.43;12630.86;12945;13578.53
NL341;2622.95;2784.42;3036.59;3163.3;3231.19;3306.01;3406.76;3676.88;3867.16;3263.47;3467.07;3826.99;3758.63;3733;3741.91;3846.62;3801.53;3947.54;:
NL342;5114.47;5370.68;5756.89;6013.51;6140.94;6238.71;6494.63;7277.56;7722.02;7583.59;8038.25;7979.19;7926.52;7979.32;8222.2;8516.81;8829.33;8996.34;:
NL4;92670.84;98098.58;100833.38;102728.38;106589.01;110426.82;116838.24;123391.34;127833.43;123150.16;126967.02;130753.73;130868.41;131912.1;134950.68;140606.77;145668.88;153027;160592.73
NL41;65809.84;69733.74;71379.45;72855.39;75519.17;78814;83524.06;87821.61;91455.7;88447.79;91265.68;94094.3;94516.56;94943.59;97521.62;101630.4;104696.69;110427.45;116089.59
NL411;17087.59;18322.11;18918.06;19423.71;19700.75;20563.64;21485.96;22823.35;23882.19;22829.83;23218.78;23986.41;23922.26;24100.94;24395.67;25315.91;25883.23;27188.73;:
